,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,cleaned_tweets,Polarity,Sentiment
69,69,1462876810539155460,1462876810539155460,1637611985000.0,2021-11-22 15:13:05,-500,,"#EndTheDeathPenalty ‘If #Christians…agreed to stop executing people, it would end the #DeathPenalty overnight. Ninety percent of executions happen in the Bible belt, which could be called the death belt in America.’-@ShaneClaiborne in @RNS  https://t.co/hKCrHvpMhc #JuliusJones",en,"['endthedeathpenalty', 'christians', 'deathpenalty', 'juliusjones']",[],953759424950210560,953759424950210560,andyjabbour,andy 🇺🇸,1,15,https://twitter.com/andyjabbour/status/1462876810539155460,['https://religionnews.com/2021/11/19/julius-jones-was-spared-by-a-governor-who-prayed-lets-all-now-pray-to-end-the-death-penalty/'],[],0,,False,47,0,12,,None,,,,,,,[],,,,,endthedeathpenalty ‘if christians…agreed to stop executing people it would end the deathpenalty overnight ninety percent of executions happen in the bible belt which could be called the death belt in america’ in juliusjones,0.0,neutral
70,70,1462873880406679555,1462873829445885960,1637611286000.0,2021-11-22 15:01:26,-500,,It is past time that prosecutors in #Missouri align with the growing number of prosecutors in the country who know that the #DeathPenalty is a wasteful and flawed system. 11/,en,"['missouri', 'deathpenalty']",[],104998022,104998022,MADPMO,Missourians for Alternatives to the Death Penalty,1,15,https://twitter.com/MADPMO/status/1462873880406679555,[],[],0,,False,4,0,3,,None,,,,,,,[],,,,,it is past time that prosecutors in missouri align with the growing number of prosecutors in the country who know that the deathpenalty is a wasteful and flawed system 11,-0.375,negative
71,71,1462873829445885960,1462873829445885960,1637611274000.0,2021-11-22 15:01:14,-500,,"#Missouri #prosecutors are falling in line with the growing trend across the nation: Prosecutors are waiving #DeathPenalty tickets to save time and money, and assure murder victims’ family members are not waiting decades for an outcome in these cases. 1/  https://t.co/FyppR5mdL9",en,"['missouri', 'prosecutors', 'deathpenalty']",[],104998022,104998022,MADPMO,Missourians for Alternatives to the Death Penalty,1,15,https://twitter.com/MADPMO/status/1462873829445885960,['https://www.madpmo.org/post/growing-trend-missouri-prosecutors-waive-death-penalty-tickets'],[],0,,False,4,1,6,,None,,,,,,,[],,,,,missouri prosecutors are falling in line with the growing trend across the nation prosecutors are waiving deathpenalty tickets to save time and money and assure murder victims’ family members are not waiting decades for an outcome in these cases 1 ,0.0,neutral
72,72,1462846224248225792,1462845741152546819,1637604692000.0,2021-11-22 13:11:32,-500,,"and when the whole world saw you do what you did, there ain't no waiting on death row, you go straight to the front of the line #deathpenalty",en,['deathpenalty'],[],804067588057792514,804067588057792514,realmoonpup,moonpup,1,13,https://twitter.com/realmoonpup/status/1462846224248225792,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,,and when the whole world saw you do what you did there aint no waiting on death row you go straight to the front of the line deathpenalty,0.2,positive
73,73,1462839682950127619,1462839682950127619,1637603133000.0,2021-11-22 12:45:33,-500,,"Brooks was a BLM supporter and had anti-Trump lyrics in his rap songs. In other words, Darrell Brooks is a black supremacist. Brooks is what the electric ⚡ chair was made for.  Are the Left going to justify his actions? #DarrellBrooks #DeathPenalty",en,"['darrellbrooks', 'deathpenalty']",[],1381636511767130113,1381636511767130113,BootsieMcboo,Bootsie Mcboo,1,12,https://twitter.com/BootsieMcboo/status/1462839682950127619,[],[],0,,False,0,0,0,https://twitter.com/beyouonlybetter/status/1462746242757410818,None,,,,,,,[],,,,,brooks was a blm supporter and had antitrump lyrics in his rap songs in other words darrell brooks is a black supremacist brooks is what the electric ⚡ chair was made for are the left going to justify his actions darrellbrooks deathpenalty,-0.09722222222222221,neutral
74,74,1462839212051341322,1462837819890491394,1637603021000.0,2021-11-22 12:43:41,-500,,We're fighting to end Oregon's death penalty. Join us if you believe capital punishment has no place in our state.  https://t.co/clM7vXWhPu #orpol #deathpenalty  https://t.co/fU6ZKSQKaY,en,"['orpol', 'deathpenalty']",[],373151147,373151147,OJRCenter,Oregon Justice Resource Center,1,12,https://twitter.com/OJRCenter/status/1462839212051341322,['https://ojrc.info/death-penalty'],['https://pbs.twimg.com/media/FE0MLh9VcAEuaYT.jpg'],1,https://pbs.twimg.com/media/FE0MLh9VcAEuaYT.jpg,False,10,0,3,,None,,,,,,,[],,,,,were fighting to end oregons death penalty join us if you believe capital punishment has no place in our state orpol deathpenalty ,0.0,neutral
75,75,1462837826362527746,1462837826362527746,1637602690000.0,2021-11-22 12:38:10,-500,,The #DeathPenalty should only be used in #extreme situations. Give the #turpinkids the #PeaceOfMind they #deserve after a life of #abuse @SupKarenSpiegel.. do your #job in your #oppressive #divisive #state of #California for #once. #Donate to @jayceedugard #fund!!,en,"['deathpenalty', 'extreme', 'turpinkids', 'peaceofmind', 'deserve', 'abuse', 'job', 'oppressive', 'divisive', 'state', 'california', 'once', 'donate', 'fund']",[],796214700337807361,796214700337807361,codestaked,lucaskeller.eth,1,12,https://twitter.com/codestaked/status/1462837826362527746,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,,the deathpenalty should only be used in extreme situations give the turpinkids the peaceofmind they deserve after a life of abuse  do your job in your oppressive divisive state of california for once donate to fund,-0.09765625,neutral
76,76,1462835545793564674,1462835545793564674,1637602146000.0,2021-11-22 12:29:06,-500,,"Texas — A jury, on Thursday, sentenced #TyroneWilliams to death after about four hours of deliberating. Williams was convicted of the 2016 murder of Nicole Gonzales and her mother, Vicki Gonzales.  #deathpenalty #Texas",en,"['tyronewilliams', 'deathpenalty', 'texas']",[],1298473704016535555,1298473704016535555,DeathRowWatcher,Death Row Watcher,1,12,https://twitter.com/DeathRowWatcher/status/1462835545793564674,[],[],0,,False,4,0,1,,None,,,,,,,[],,,,,texas — a jury on thursday sentenced tyronewilliams to death after about four hours of deliberating williams was convicted of the 2016 murder of nicole gonzales and her mother vicki gonzales deathpenalty texas,0.0,neutral
77,77,1462832050885517322,1462832050885517322,1637601313000.0,2021-11-22 12:15:13,-500,,Bring back the #deathpenalty!!! And extreme Arab methods used to combat #theft that includes your hands and a poes sharp knife.,en,"['deathpenalty', 'theft']",[],1250918754499932161,1250918754499932161,LeadDriverSA,@Ň€VƗŁŁ€ ƤŘƗŇŞŁØØ 🇮🇱 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇷,1,12,https://twitter.com/LeadDriverSA/status/1462832050885517322,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,,bring back the deathpenalty and extreme arab methods used to combat theft that includes your hands and a poes sharp knife,-0.08333333333333333,neutral
78,78,1462829822468673543,1462829822468673543,1637600782000.0,2021-11-22 12:06:22,-500,,The death penalty is a barbaric practice and needs to be ended immediately!  #endthedeathpenalty #nodeathpenalty #deathpenalty,en,"['endthedeathpenalty', 'nodeathpenalty', 'deathpenalty']",[],1039147308531834880,1039147308531834880,sean_usmc,Sean_farley,1,12,https://twitter.com/sean_usmc/status/1462829822468673543,[],[],0,,False,1,0,0,,None,,,,,,,[],,,,,the death penalty is a barbaric practice and needs to be ended immediately endthedeathpenalty nodeathpenalty deathpenalty,0.0,neutral
79,79,1462809797200429060,1462809797200429060,1637596008000.0,2021-11-22 10:46:48,-500,,"I was reluctant to comment on this, but I haven’t been able to stop thinking about it all week. It’s wrong, and I have to speak out. This kind of behavior is part of why I’m against the #DeathPenalty. The state killing someone should never be pushed as a cheap tactic. #txlege 1/3",en,"['deathpenalty', 'txlege']",[],175847438,175847438,moodyforelpaso,Joe Moody,1,10,https://twitter.com/moodyforelpaso/status/1462809797200429060,[],[],0,,False,43,5,20,https://twitter.com/ktsmtv/status/1462058183258779659,None,,,,,,,[],,,,,i was reluctant to comment on this but i haven’t been able to stop thinking about it all week it’s wrong and i have to speak out this kind of behavior is part of why i’m against the deathpenalty the state killing someone should never be pushed as a cheap tactic txlege 13,0.25,positive
80,80,1462767617429618710,1462767617429618710,1637585951000.0,2021-11-22 07:59:11,-500,,Migrant workers continue to be vulnerable to the #DeathPenalty. What are the risk factors that make them vulnerable?  Join us and @migrantcare to discuss this and more tomorrow (November 23) at 9:00 in the UK and 16:00 in Indonesia here 👉🏾  https://t.co/1FiRVWWDcJ,en,['deathpenalty'],[],19290985,19290985,Reprieve,Reprieve,1,7,https://twitter.com/Reprieve/status/1462767617429618710,['https://bit.ly/Report-Launching'],[],0,,False,8,0,11,https://twitter.com/LBHMasyarakat/status/1462733188715872260,None,,,,,,,[],,,,,migrant workers continue to be vulnerable to the deathpenalty what are the risk factors that make them vulnerable join us and to discuss this and more tomorrow november 23 at 900 in the uk and 1600 in indonesia here 👉🏾 ,-0.16666666666666666,negative
81,81,1462655442400677891,1462644958318379009,1637559206000.0,2021-11-22 00:33:26,-500,,@24hoursalove1 Why are you trying so hard to justify his actions? There is no rational excuse for what he's done. #deathpenalty,en,['deathpenalty'],[],1342732982742704128,1342732982742704128,2024PresElect,Based Father,1,0,https://twitter.com/2024PresElect/status/1462655442400677891,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': '24hoursalove1', 'name': '24 hours a love', 'id': '1232836397779705856'}]",,,,, why are you trying so hard to justify his actions there is no rational excuse for what hes done deathpenalty,-0.17083333333333334,negative
82,82,1462641992358195206,1462641992358195206,1637556000000.0,2021-11-21 23:40:00,-500,,"""I applaud his commitment to seeking justice while providing the condemned an opportunity for redemption,"" said @ArchbishopOKC #DeathPenalty",en,['deathpenalty'],[],17136419,17136419,CatholicNewsSvc,Catholic News Service,7,23,https://twitter.com/CatholicNewsSvc/status/1462641992358195206,[],[],0,,False,10,1,1,https://twitter.com/FranciscanMedia/status/1461786674481045512,None,,,,,,,[],,,,,i applaud his commitment to seeking justice while providing the condemned an opportunity for redemption said deathpenalty,0.0,neutral
83,83,1462635462930149379,1462635462930149379,1637554443000.0,2021-11-21 23:14:03,-500,,Coming to hunt down the PM @JustinTrudeau soon! #CrimesAgainstHumanity #treason #deathpenalty,en,"['crimesagainsthumanity', 'treason', 'deathpenalty']",[],1415306934308200450,1415306934308200450,IMektin,Ivor Mektin,7,23,https://twitter.com/IMektin/status/1462635462930149379,[],[],0,,False,10,0,4,https://twitter.com/silviainsydney9/status/1462633375458467846,None,,,,,,,[],,,,,coming to hunt down the pm soon crimesagainsthumanity treason deathpenalty,-0.19444444444444448,negative
84,84,1462588793576378373,1462588793576378373,1637543316000.0,2021-11-21 20:08:36,-500,,Faith and politics collide in Gov. Kevin Stitt's decision to spare #JuliusJones' life.  https://t.co/o6At7NTyI4 @TheOklahoman_ @OKRelig @NuriaMKeel @janarhayes @DPInfoCtr #deathpenalty,en,"['juliusjones', 'deathpenalty']",[],2859022449,2859022449,RDunhamDPIC,Robert Dunham,7,20,https://twitter.com/RDunhamDPIC/status/1462588793576378373,['https://amp.oklahoman.com/amp/8650551002'],[],0,,False,13,0,9,,None,,,,,,,[],,,,,faith and politics collide in gov kevin stitts decision to spare juliusjones life  deathpenalty,0.0,neutral
85,85,1462548882479620097,1462548882479620097,1637533801000.0,2021-11-21 17:30:01,-500,,U.S. fashion designer Makenzie Stiles uses white leather in her fashion line Mercy. First Contemporary fashion line to incorporate Prison Art. Featuring Works by prison-artist C-Note  #SantanaRow #Stanford #49ers #deathpenalty #emergingartist #BayAreaArt   https://t.co/TAZ0O6CVJv,en,"['santanarow', 'stanford', '49ers', 'deathpenalty', 'emergingartist', 'bayareaart']",[],2340923810,2340923810,darealprisonart,darealprisonart,7,17,https://twitter.com/darealprisonart/status/1462548882479620097,['https://artlectron.in-two.com/darealprisonart/post/72304707'],[],0,,False,0,0,0,,None,,,,,,,[],,,,,us fashion designer makenzie stiles uses white leather in her fashion line mercy first contemporary fashion line to incorporate prison art featuring works by prisonartist cnote santanarow stanford 49ers deathpenalty emergingartist bayareaart ,0.13888888888888887,positive
86,86,1462441719199412224,1462441719199412224,1637508251000.0,2021-11-21 10:24:11,-500,,"AFSC has called for an end to capital punishment for decades, and while we have seen a decline in its use, 27 US states still have not abolished the #DeathPenalty.  https://t.co/o4ToCow6yF",en,['deathpenalty'],[],40323391,40323391,afsc_org,AFSC,7,10,https://twitter.com/afsc_org/status/1462441719199412224,['http://bit.ly/2nCaPhy'],[],0,,False,7,1,3,,None,,,,,,,[],,,,,afsc has called for an end to capital punishment for decades and while we have seen a decline in its use 27 us states still have not abolished the deathpenalty ,0.0,neutral
87,87,1462438747073654786,1462438747073654786,1637507542000.0,2021-11-21 10:12:22,-500,,"Mark Ruffalo is right.  The #DeathPenalty is wrong and nobody should support it. Rittenhouse doesn't have a right to make himself judge, jury, &amp; executioner. He didn't even know the backgrounds of the people he maimed or killed.",en,['deathpenalty'],[],57708120,57708120,NanInKansas,"Nan, RN. Vaxxed & Masked.",7,10,https://twitter.com/NanInKansas/status/1462438747073654786,[],[],0,,False,4,12,1,https://twitter.com/RealAdamK/status/1462189278134476801,None,,,,,,,[],,,,,mark ruffalo is right the deathpenalty is wrong and nobody should support it rittenhouse doesnt have a right to make himself judge jury amp executioner he didnt even know the backgrounds of the people he maimed or killed,-0.032142857142857154,neutral
88,88,1462438708649644042,1462438708649644042,1637507533000.0,2021-11-21 10:12:13,-500,,"🤡Makes perfect nonsense! #wakeup you are being lied to! Be fully informed, not fooly vaccinated! 🤡 @fordnation @justintrudeau  #CrimesAgainstChildren #treason #deathpenalty",en,"['wakeup', 'crimesagainstchildren', 'treason', 'deathpenalty']",[],1415306934308200450,1415306934308200450,IMektin,Ivor Mektin,7,10,https://twitter.com/IMektin/status/1462438708649644042,[],[],0,,False,12,0,5,https://twitter.com/Dubfox3/status/1462435449562091533,None,,,,,,,[],,,,,🤡makes perfect nonsense wakeup you are being lied to be fully informed not fooly vaccinated 🤡 crimesagainstchildren treason deathpenalty,1.0,positive
89,89,1462386010441007105,1462367551581741056,1637494969000.0,2021-11-21 06:42:49,-500,,"@paulg Even if ""only"" 1 out of 1,000 were innocent, yet convicted and executed, the #deathpenalty would be immoral.  Tragically, there are FAR more innocent people put to death than 1 in 1,000.  ""Just Mercy""by Bryon Stevenson is an eye-opening book on this  https://t.co/xyik7MXm2n",en,['deathpenalty'],[],11109032,11109032,mgav,Mark Gavagan,7,6,https://twitter.com/mgav/status/1462386010441007105,['https://guides.osu.edu/justmercy'],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'paulg', 'name': 'Paul Graham', 'id': '183749519'}]",,,,, even if only 1 out of 1000 were innocent yet convicted and executed the deathpenalty would be immoral tragically there are far more innocent people put to death than 1 in 1000 just mercyby bryon stevenson is an eyeopening book on this ,0.32,positive
90,90,1462378682362777601,1462378682362777601,1637493222000.0,2021-11-21 06:13:42,-500,,Urge @POTUS  to commute all remaining federal death sentences and work with congress to pass the Federal #DeathPenalty Prohibition Act of 2021. Sign&amp;share our petition:  https://t.co/orlrAtERVl @AyannaPressley @CoriBush @SenatorDurbin @RepEspaillat  #EndTheDeathPenalty,en,"['deathpenalty', 'endthedeathpenalty']",[],837737528291647488,837737528291647488,DeathPenaltyAct,Death Penalty Action,7,6,https://twitter.com/DeathPenaltyAct/status/1462378682362777601,['https://actionnetwork.org/petitions/biden-demolish-the-death-chamber'],[],0,,False,33,0,28,,None,,,,,,,[],,,,,urge to commute all remaining federal death sentences and work with congress to pass the federal deathpenalty prohibition act of 2021 signampshare our petition endthedeathpenalty,0.0,neutral
91,91,1462364557415010304,1462364557415010304,1637489854000.0,2021-11-21 05:17:34,-500,,#Singapore | Nagaenthran’s family set to sue Attorney-General’s Chambers  https://t.co/LbByHU3I5V #nagaenthran #deathpenalty @MRavilaw #Malaysia  https://t.co/cHNTKCerIk,en,"['singapore', 'nagaenthran', 'deathpenalty', 'malaysia']",[],389416911,389416911,WebDPN,Death Penalty News,7,5,https://twitter.com/WebDPN/status/1462364557415010304,['https://deathpenaltynews.blogspot.com/2021/11/singapore-nagaenthrans-family-set-to.html?spref=tw'],['https://pbs.twimg.com/media/FEtcunkXoAg8AcV.jpg'],1,https://pbs.twimg.com/media/FEtcunkXoAg8AcV.jpg,False,6,0,4,,None,,,,,,,[],,,,,singapore  nagaenthran’s family set to sue attorneygeneral’s chambers nagaenthran deathpenalty malaysia ,0.0,neutral
92,92,1462353289165647873,1462353289165647873,1637487168000.0,2021-11-21 04:32:48,-500,,#Japan | Lawsuit seeks to halt execution of death row inmates without advance notice  https://t.co/papVgjKe6N #deathrow #deathpenalty  https://t.co/Ko613go0xk,en,"['japan', 'deathrow', 'deathpenalty']",[],389416911,389416911,WebDPN,Death Penalty News,7,4,https://twitter.com/WebDPN/status/1462353289165647873,['https://deathpenaltynews.blogspot.com/2021/11/japan-lawsuit-seeks-to-halt-execution.html?spref=tw'],['https://pbs.twimg.com/media/FEtSjprWUAQSDV0.jpg'],1,https://pbs.twimg.com/media/FEtSjprWUAQSDV0.jpg,False,0,0,1,,None,,,,,,,[],,,,,japan  lawsuit seeks to halt execution of death row inmates without advance notice deathrow deathpenalty ,0.0,neutral
93,93,1462322565477646336,1461442199678164995,1637479842000.0,2021-11-21 02:30:42,-500,,@mjrowland68 @nick_coatsworth The saddest thing about the gallows is that it was abolished. The fact idiots use it at demonstrations (both pro left &amp; pro right) is a sad reflection on the intellectual ability of a very small number of protesters. The #deathpenalty should still be available to the judiciary.,en,['deathpenalty'],[],2512158529,2512158529,Johnwr69,John Roy,7,2,https://twitter.com/Johnwr69/status/1462322565477646336,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'mjrowland68', 'name': 'Michael Rowland', 'id': '14707794'}, {'screen_name': 'nick_coatsworth', 'name': 'Dr. Nick Coatsworth', 'id': '1287918892761755649'}]",,,,, the saddest thing about the gallows is that it was abolished the fact idiots use it at demonstrations both pro left amp pro right is a sad reflection on the intellectual ability of a very small number of protesters the deathpenalty should still be available to the judiciary,-0.09132653061224487,neutral
94,94,1462279737179521026,1462279737179521026,1637469631000.0,2021-11-20 23:40:31,-500,,Okla. governor grants clemency to Julius Jones hours before he was set to be executed  https://t.co/DBjw1V8wZL #deathpenalty #KevinCooper,en,"['deathpenalty', 'kevincooper']",[],22518134,22518134,beenasarwar,beena sarwar,6,23,https://twitter.com/beenasarwar/status/1462279737179521026,['https://bit.ly/dpklhjj'],[],0,,False,2,2,1,https://twitter.com/beenasarwar/status/560474297488404480,None,,,,,,,[],,,,,okla governor grants clemency to julius jones hours before he was set to be executed deathpenalty kevincooper,0.0,neutral
95,95,1462276378326441987,1462260481822019584,1637468831000.0,2021-11-20 23:27:11,-500,,"@48hours But in this case, I’m glad they caught this monster. Now What should happen is the death penalty, but instead the taxpayers have to pay for this murderer for the rest of his life. #deathpenalty #BurdenToTheStates",en,"['deathpenalty', 'burdentothestates']",[],4271726654,4271726654,ginniedj1,GinnieD.,6,23,https://twitter.com/ginniedj1/status/1462276378326441987,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': '48hours', 'name': '48 Hours', 'id': '24943151'}]",,,,, but in this case i’m glad they caught this monster now what should happen is the death penalty but instead the taxpayers have to pay for this murderer for the rest of his life deathpenalty burdentothestates,0.5,positive
96,96,1462256604003377158,1462229621810909186,1637464116000.0,2021-11-20 22:08:36,-500,,@LenMurphyPCBH @ramos21966 @9NewsSyd The abuse of a child is a monstrous transgressions that causes a lifelong injury. #DeathPenalty is fair. There’s no need to burden society with the cost of keeping beasts alive.,en,['deathpenalty'],[],1429579477764431879,1429579477764431879,5H4174,5H4174 (Shaila),6,22,https://twitter.com/5H4174/status/1462256604003377158,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'LenMurphyPCBH', 'name': 'Len Murphy', 'id': '1462014736799715331'}, {'screen_name': 'ramos21966', 'name': 'Wael', 'id': '1174901069895237632'}, {'screen_name': '9NewsSyd', 'name': '9News Sydney', 'id': '171802941'}]",,,,, the abuse of a child is a monstrous transgressions that causes a lifelong injury deathpenalty is fair there’s no need to burden society with the cost of keeping beasts alive,0.2333333333333333,positive
97,97,1462223096438345729,1462223096438345729,1637456127000.0,2021-11-20 19:55:27,-500,,Republicans across the country are joining the fight to end the #deathpenalty  @ACUConservative #Oklahoma #Ohio #Utah @justice4julius  https://t.co/G2s23BcUqf,en,"['deathpenalty', 'oklahoma', 'ohio', 'utah']",[],200972080,200972080,dbaich,dale baich,6,19,https://twitter.com/dbaich/status/1462223096438345729,['https://www.newsweek.com/republicans-across-country-are-joining-fight-against-death-penalty-opinion-1651290'],[],0,,False,35,3,11,,None,,,,,,,[],,,,,republicans across the country are joining the fight to end the deathpenalty oklahoma ohio utah ,0.0,neutral
98,98,1462215119136505857,1462215119136505857,1637454225000.0,2021-11-20 19:23:45,-500,,Opinion: Republicans across the country are joining the fight to end the #deathpenalty.  https://t.co/TTk01sTPr5 @Newsweek @dminor85 @CCATDP @EJUSA @DPInfoCtr,en,['deathpenalty'],[],2859022449,2859022449,RDunhamDPIC,Robert Dunham,6,19,https://twitter.com/RDunhamDPIC/status/1462215119136505857,['https://www.newsweek.com/republicans-across-country-are-joining-fight-against-death-penalty-opinion-1651290'],[],0,,False,26,0,15,,None,,,,,,,[],,,,,opinion republicans across the country are joining the fight to end the deathpenalty ,0.0,neutral
99,99,1462213308262539264,1462213308262539264,1637453793000.0,2021-11-20 19:16:33,-500,,Lawsuit seeks to halt execution of death row inmates in Japan without advance notice.  https://t.co/6SUtoVxhwj @japantimes @UNHumanRights @amnesty @DPInfoCtr @DeathPenaltyWW #deathpenalty,en,['deathpenalty'],[],2859022449,2859022449,RDunhamDPIC,Robert Dunham,6,19,https://twitter.com/RDunhamDPIC/status/1462213308262539264,['https://www.japantimes.co.jp/news/2021/11/20/national/media-national/japan-death-penalty-lawsuit-2/'],[],0,,False,6,0,4,,None,,,,,,,[],,,,,lawsuit seeks to halt execution of death row inmates in japan without advance notice deathpenalty,0.0,neutral
100,100,1462194201505013762,1462194201505013762,1637449238000.0,2021-11-20 18:00:38,-500,,Trauma runs deep in every aspect of the #deathpenalty. A man took that reality on when he volunteered as a spiritual advisor for two men executed by our federal government. Listen to this.    http:// https//podcasts.apple.com/us/podcast/the-experiment/id1549704404?i=1000541470910,en,['deathpenalty'],[],115477344,115477344,EJUSA,Equal Justice USA,6,18,https://twitter.com/EJUSA/status/1462194201505013762,[],[],0,,False,6,0,1,,None,,,,,,,[],,,,,trauma runs deep in every aspect of the deathpenalty a man took that reality on when he volunteered as a spiritual advisor for two men executed by our federal government listen to this http httpspodcastsapplecomuspodcasttheexperimentid1549704404i1000541470910,0.0,neutral
101,101,1462143333149683715,1462143333149683715,1637437110000.0,2021-11-20 14:38:30,-500,,"What kind of world we live in when you feel the death penalty is okay? You're no different then the person you're persecuting. In God's eyes, murder is murder. You will all have to answer God in the end, especially you so-called Christians. #deathpenalty",en,['deathpenalty'],[],1438965721841684482,1438965721841684482,Keepnupwithbren,KeepnUpWithBren,6,14,https://twitter.com/Keepnupwithbren/status/1462143333149683715,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,,what kind of world we live in when you feel the death penalty is okay youre no different then the person youre persecuting in gods eyes murder is murder you will all have to answer god in the end especially you socalled christians deathpenalty,0.24727272727272726,positive
102,102,1462089713221869572,1462089713221869572,1637424326000.0,2021-11-20 11:05:26,-500,,Don't miss this moving conversation with Pervis Payne's sister and attorney about the Shelby County DA's decision to finally acknowledge his intellectual disability and remove his death sentence. #JoyandRelief #PervisPayne #deathpenalty,en,"['joyandrelief', 'pervispayne', 'deathpenalty']",[],126037106,126037106,Tndeathpenalty,TADP,6,11,https://twitter.com/Tndeathpenalty/status/1462089713221869572,[],[],0,,False,6,0,0,https://twitter.com/BNCNews/status/1461925871984553984,None,,,,,,,[],,,,,dont miss this moving conversation with pervis paynes sister and attorney about the shelby county das decision to finally acknowledge his intellectual disability and remove his death sentence joyandrelief pervispayne deathpenalty,0.15,positive
103,103,1462070821120262157,1462070821120262157,1637419822000.0,2021-11-20 09:50:22,-500,,"Sickening Evidence In Ghislaine Maxwell Trial Shows She ‘Set Up VIP Elites’ With Kids To Rape – enVolve  If you still don’t understand, you better hurry up. The whole corrupt truth is coming. #savethechildren #deathpenalty #therealvirus   https://t.co/1zCCJGkhPG",en,"['savethechildren', 'deathpenalty', 'therealvirus']",[],731860316,731860316,CoachGAMangus,G.A. Mangus,6,9,https://twitter.com/CoachGAMangus/status/1462070821120262157,['https://en-volve.com/2021/11/16/sickening-evidence-in-ghislaine-maxwell-trial-shows-she-set-up-vip-elites-with-kids-to-rape/'],[],0,,False,6,0,2,,None,,,,,,,[],,,,,sickening evidence in ghislaine maxwell trial shows she ‘set up vip elites’ with kids to rape – envolve if you still don’t understand you better hurry up the whole corrupt truth is coming savethechildren deathpenalty therealvirus ,-0.175,negative
104,104,1462070393641091075,1461542928841646083,1637419720000.0,2021-11-20 09:48:40,-500,,"@saint #PeteDavidson &amp; #KimKardashian prefect couple. She is studying to become a #lawyer. #OKGOV gave #JuliusJones #cemency over the #deathpenalty in light of #racistjurors calling him the #Nword &amp; that the should ""take him out back &amp; lynch him"" 20 yrsago final heard.",en,"['petedavidson', 'kimkardashian', 'lawyer', 'okgov', 'juliusjones', 'cemency', 'deathpenalty', 'racistjurors', 'nword']",[],805138786388705281,805138786388705281,Littlelittles17,#SustainableJane #Editor #SaveEarth #ShopMindfully,6,9,https://twitter.com/Littlelittles17/status/1462070393641091075,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'saint', 'name': 'SAINT', 'id': '2426313439'}]",,,,, petedavidson amp kimkardashian prefect couple she is studying to become a lawyer okgov gave juliusjones cemency over the deathpenalty in light of racistjurors calling him the nword amp that the should take him out back amp lynch him 20 yrsago final heard,0.13333333333333333,positive
105,105,1462055281744138249,1462055281744138249,1637416117000.0,2021-11-20 08:48:37,-500,,Take action: Abolish the #deathpenalty once and for all! Urge your elected officials to permanently end this immoral and discriminatory policy!  https://t.co/v2PzlbkcBq,en,['deathpenalty'],[],1225394965989265408,1225394965989265408,PigtownProgress,Pigtown Progressives,6,8,https://twitter.com/PigtownProgress/status/1462055281744138249,['https://www.afsc.org/action/tell-congress-stop-federal-executions-and-eliminate-death-penalty?ms=SOC22TS1026HJ&snw=2&ref=7b20d3eb-49cc-41ed-9b1a-08da3a6ff0df'],[],0,,False,0,0,0,,None,,,,,,,[],,,,,take action abolish the deathpenalty once and for all urge your elected officials to permanently end this immoral and discriminatory policy ,0.15625,positive
106,106,1462050106170089473,1462050106170089473,1637414883000.0,2021-11-20 08:28:03,-500,,#ItsNotOk #YouMatter #TalkAboutIt  The former president talked about the “rule of law” but it was #FakeNews. The law is not “just” in every case. Often the guilty go free and the innocent go to jail. It is time for the #DeathPenalty to be abolished. @POTUS @helenprejean,en,"['itsnotok', 'youmatter', 'talkaboutit', 'fakenews', 'deathpenalty']",[],34445952,34445952,ckrx1,Charlie from Brooklyn,6,8,https://twitter.com/ckrx1/status/1462050106170089473,[],[],0,,False,1,0,0,https://twitter.com/ambermruffin/status/1461870102060535813,None,,,,,,,[],,,,,itsnotok youmatter talkaboutit the former president talked about the “rule of law” but it was fakenews the law is not “just” in every case often the guilty go free and the innocent go to jail it is time for the deathpenalty to be abolished ,0.06000000000000001,neutral
